Facility Type,Facility Number,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Last Visit Date,Inspection Visits,Complaint Visits,Other Visits,Total Visits
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306005180,REATA GLEN ORANGE COUNTY CCRC LLC,REATA GLEN ORANGE COUNTY CCRC LLC,TBD,(760) 704-6260,28805 REATA ROAD,ORANGE,CA,92675,ORANGE,22,480,PENDING,,,,0,0,0,0
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,374600566,REDWOOD TERRACE,SCPH & REDWOOD SENIOR HOMES AND SERVICES & CLPC,"NGUYEN, SOPHIA",(760) 747-4306,710 WEST 13TH AVENUE,ESCONDIDO,CA,92025,SAN DIEGO,8,210,LICENSED,8/26/97,,10/7/16,1,1,7,9
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,300603257,REGENTS POINT,SCPH & CLPC,MELINDA M. FORNEY,(949) 854-9500,19191 HARVARD AVENUE,IRVINE,CA,92612,ORANGE,22,399,LICENSED,2/23/82,,12/23/16,2,1,8,11
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,150400536,ROSEWOOD RETIREMENT COMMUNITY,ABHOW & CLPC,"STAPLES, TRAVIS",(661) 834-0620,1301 NEW STINE ROAD,BAKERSFIELD,CA,93309,KERN,24,220,LICENSED,3/15/74,,11/30/16,3,3,3,9
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,300600816,ROWNTREE GARDENS,"CALIFORNIA FRIENDS HOMES, INC.",TERRY MARTINEZ,(714) 530-9100,12151 DALE STREET,STANTON,CA,90680,ORANGE,22,280,LICENSED,7/11/82,,8/23/16,3,0,9,12
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191502216,ROYAL OAKS,SCPH & CLPC,"SALIERNO, ROBERT",(626) 359-9371,1763 ROYAL OAKS DRIVE,DUARTE,CA,91010,LOS ANGELES,28,250,LICENSED,12/29/89,,4/14/16,1,1,1,3
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,15600254,SALEM LUTHERAN HOME,ELDER CARE ALLIANCE & SALEM LUTHERAN HOME,GLEN GODDARD,(510) 534-3637,2361 EAST 29TH STREET,OAKLAND,CA,94606,ALAMEDA,15,197,CLOSED,2/22/99,6/30/14,5/15/14,0,7,2,9
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,421702848,"SAMARKAND OF SANTA BARBARA, THE",COVENANT RETIREMENT COMMUNITIES WEST,RUTH GRANDE,(805) 687-0701,2550 TREASURE DRIVE,SANTA BARBARA,CA,93105,SANTA BARBARA,29,379,LICENSED,4/6/93,,10/7/16,1,12,6,19
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,380540292,SAN FRANCISCO TOWERS,EPISCOPAL SENIOR COMMUNITIES,MELODY MITCHELL,(415) 776-0500,1661 PINE STREET,SAN FRANCISCO,CA,94109,SAN FRANCISCO,14,350,LICENSED,10/31/97,,4/4/16,1,1,2,4
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435201057,SARATOGA RETIREMENT COMMUNITY,"ODD FELLOWS HOME;GRAND LODGE;RETIREMENT SERV,LLC",JENNIFER MARTINEZ,(408) 741-7100,14500 FRUITVALE AVENUE,SARATOGA,CA,95070,SANTA CLARA,26,418,LICENSED,7/31/02,,4/27/16,1,6,2,9
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,336424396,SEGOVIA OF PALM DESERT,SEGOVIA OPER./OAKMONT SR. LVG LLC/OAKMONT MNG GRP.,ERNEST C SHAFFER II,(760) 341-4554,39905 VIA SCENA,PALM DESERT,CA,92260,RIVERSIDE,18,182,LICENSED,4/29/10,,5/12/16,1,4,4,9
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306000889,SENIOR LIVING COMMUNITY FOR THE EASTERN STAR IN CA,EASTERN STAR HOMES OF CALIFORNIA INC.,ERIN WILSON,(714) 577-9281,16850 E. BASTANCHURY ROAD,YORBA LINDA,CA,92886,ORANGE,22,76,LICENSED,12/9/98,,2/10/16,2,1,4,7
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,410500567,"SEQUOIAS-PORTOLA VALLEY, THE",NORTHERN CALIFORNIA PRESBYTERIAN HOMES ANDSERVICES,"FISHLER, STEVEN",(650) 851-1501,501 PORTOLA ROAD,PORTOLA VALLEY,CA,94028,SAN MATEO,14,328,LICENSED,11/5/85,,12/23/16,2,1,4,7
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,380500593,SEQUOIAS SAN FRANCISCO (THE),NORTHERN CALIFORNIA PRESBYTERIAN HOMES AND SERVICE,ANDREA DAPPER,(415) 922-9700,1400 GEARY BLVD,SAN FRANCISCO,CA,94109,SAN FRANCISCO,14,400,LICENSED,5/21/75,,9/15/16,1,2,7,10
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,100406684,SIERRA VIEW HOMES RESIDENTIAL CARE,"SIERRA VIEW HOMES, INC.","GENNA, VITO J.",(559) 638-9226,1155 E. SPRINGFIELD,REEDLEY,CA,93654,FRESNO,24,78,LICENSED,3/18/91,,9/13/16,1,2,1,4
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191802082,SOLHEIM LUTHERAN HOME,SOLHEIM LUTHERAN HOME,PALOMA BARROSO,(323) 257-7518,2236 MERTON AVENUE,LOS ANGELES,CA,90041,LOS ANGELES,31,126,LICENSED,6/22/93,,10/19/16,1,0,3,4
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,490107656,SPRING LAKE VILLAGE,EPISCOPAL SENIOR COMMUNITIES,SHARON YORK,(707) 538-8400,5555 MONTGOMERY DRIVE,SANTA ROSA,CA,95409,SONOMA,21,679,LICENSED,8/7/93,,10/12/16,2,1,8,11
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,415600689,"STRATFORD, THE","SUNRISE STRATFORD GP,LLC AS GP OF SS,LP;SSL MGMT","VIOLA, GAYLE",(650) 342-4106,601 LAUREL AVENUE,SAN MATEO,CA,94401,SAN MATEO,14,96,LICENSED,8/1/06,,8/7/15,1,1,0,2
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,11400627,ST. PAUL'S TOWERS,EPISCOPAL SENIOR COMMUNITIES,MARY LINDE,(510) 835-4700,100 BAY PLACE,OAKLAND,CA,94610,ALAMEDA,15,320,LICENSED,8/14/85,,11/28/16,2,6,3,11
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435201317,SUNNY VIEW RETIREMENT COMMUNITY,FRONT PORCH COMMUNITIES AND SERVICES,SALLY PLANK,(408) 253-4300,22445 CUPERTINO ROAD,CUPERTINO,CA,95014,SANTA CLARA,26,190,LICENSED,5/2/03,,8/18/16,2,5,5,12
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,210102761,TAMALPAIS,NORTHERN CALIFORNIA PRESBYTERIAN HOMES & SERVICES,"GOERZEN, ROB",(415) 461-2300,501 VIA CASITAS,GREENBRAE,CA,94904,MARIN,21,341,LICENSED,6/1/88,,5/23/16,2,0,0,2
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,430708050,"TERRACES AT LOS ALTOS, THE",ABHOW & CLPC,"HOLT, RAE",(650) 948-8291,373 PINE LANE,LOS ALTOS,CA,94022,SANTA CLARA,26,127,LICENSED,2/27/67,,12/22/16,1,2,5,8
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,100400544,"TERRACES AT SAN JOAQUIN GARDENS, THE",ABHOW & THE TERRACES AT SAN JOAQUIN GARDENS & CLPC,"LOPEZ, JESSICA",(559) 439-4770,5555 NORTH FRESNO STREET,FRESNO,CA,93710,FRESNO,24,652,LICENSED,2/9/94,,10/26/16,2,0,10,12
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,430708817,"TERRACES OF LOS GATOS, THE",ABHOW & CLPC,"ICHIEN, TYLER",(408) 356-1006,800 BLOSSOM HILL ROAD,LOS GATOS,CA,95032,SANTA CLARA,26,458,LICENSED,12/22/92,,11/22/16,2,2,13,17
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,300600977,TOWN & COUNTRY MANOR,CHRISTIAN AND MISSIONARY ALLIANCE,"DEWOLFE, DIRK",(714) 547-7581,555 E. MEMORY LANE,SANTA ANA,CA,92706,ORANGE,22,240,LICENSED,12/5/75,,12/20/16,2,1,1,4
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,577001215,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,UNIVER RETIRE COM AT DAVIS/PACIFIC RETIRE SERVICES,MARIA BURTON,(530) 747-7000,1515 SHASTA DRIVE,DAVIS,CA,95616,YOLO,27,500,LICENSED,2/18/00,,8/18/16,2,1,1,4
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,565800978,UNIVERSITY VILLAGE THOUSAND OAKS,"UNIV. VLG. T. OAKS CCRC LLC, & LIFE CARE SVCS LLC.",RYAN EXLINE,(805) 241-3000,3415 CAMPUS DRIVE,THOUSAND OAKS,CA,91360,VENTURA,31,514,LICENSED,9/24/07,,9/30/15,1,1,5,7
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,421700411,VALLE VERDE,ABHOW & CLPC,"HONIG, MELISSA",(805) 883-4000,900 CALLE DE LOS AMIGOS,SANTA BARBARA,CA,93105,SANTA BARBARA,29,547,LICENSED,9/17/93,,7/8/16,2,1,6,9
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,496803049,VARENNA AT FOUNTAINGROVE,VARENNA LLC/OAKMONT SENIOR LIVING LLC/OMG LLC,"STRONG KOSMICKI, KERA",(707) 526-1226,1401 FOUNTAINGROVE PARKWAY,SANTA ROSA,CA,95403,SONOMA,21,322,LICENSED,5/2/08,,12/8/16,2,1,2,5
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,374600675,VI AT LA JOLLA VILLAGE,"CCW LA JOLLA LLC, CC-LA JOLLA INC, CLASSIC RES MGM","BOUDREAU, STEPHANIE",(858) 646-7700,8515 COSTA VERDE BLVD,SAN DIEGO,CA,92122,SAN DIEGO,8,783,LICENSED,7/16/98,,12/29/16,1,2,12,15
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435200930,VI AT PALO ALTO,"CC-PALO ALTO,INC. & CLASSIC RES.MGMT. LTD. PARTNER",STEVE A. BRUDNICK,(650) 853-5000,620 SAND HILL ROAD,PALO ALTO,CA,94304,SANTA CLARA,26,876,LICENSED,6/2/05,,5/2/16,1,2,5,8
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197602345,VILLA GARDENS,FRONT PORCH COMMUNITIES AND SERVICES,DMITRY ESTRIN,(626) 796-8162,842 EAST VILLA STREET,PASADENA,CA,91101,LOS ANGELES,28,340,LICENSED,6/30/99,,10/5/16,1,1,5,7
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,210108102,VILLA MARIN AMBULATORY CARE UNIT,VILLA MARIN HOMEOWNERS ASSOCIATION,PATRICIA STEVENS,(415) 499-8711,100 THORNDALE DRIVE,SAN RAFAEL,CA,94903,MARIN,21,28,LICENSED,,,7/23/14,1,0,0,1
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,336403573,"VILLAGE, THE","FREEDOM PROPERTIES HEMET, LLC.",MINDY MENDOZA-PERRY,(951) 766-5116,2200 WEST ACACIA,HEMET,CA,92545,RIVERSIDE,18,452,LICENSED,9/18/00,,8/3/16,1,0,1,2
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,425800464,VISTA DEL MONTE,"FRONT PORCH COMMUNITIES AND SERVICES, INC.",KELI SWALES,(805) 687-0793,3775 MODOC ROAD,SANTA BARBARA,CA,93105,SANTA BARBARA,29,238,LICENSED,7/30/99,,12/9/15,1,1,12,14
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306000961,WALNUT VILLAGE,FRONT PORCH COMMUNITIES AND SERVICES,EILEEN DAVIS,(714) 776-7150,891 WALNUT STREET,ANAHEIM,CA,92802,ORANGE,22,300,LICENSED,6/30/99,,9/6/16,3,1,1,5
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435294364,WEBSTER HOUSE,WEBSTER HOUSE SENIOR LIVING LLC,"HIBBS, LINDA",(650) 327-4333,401 WEBSTER STREET,PALO ALTO,CA,94301,SANTA CLARA,26,54,CLOSED,9/1/11,6/1/15,12/10/14,1,0,0,1
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435202504,WEBSTER HOUSE,EPISCOPAL SENIOR COMMUNITIES,LINDA HIBBS,(650) 327-4333,401 WEBSTER STREET,PALO ALTO,CA,94301,SANTA CLARA,26,54,LICENSED,6/1/15,,5/5/15,0,0,1,1
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197605591,WESTMINSTER GARDENS,SCPH & WESTMINSTER GARDENS INC & CLPC,"WALPER, MICHAEL",(626) 358-2569,1420 SANTO DOMINGO AVENUE,DUARTE,CA,91010,LOS ANGELES,28,200,LICENSED,5/4/04,,7/11/14,1,0,0,1
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,372000641,WHITE SANDS LA JOLLA,SCPH & CLPC,GARY BORIERO,(858) 454-4201,7450 OLIVETAS AVE,LA JOLLA,CA,92037,SAN DIEGO,8,299,LICENSED,8/30/74,,10/25/16,2,2,5,9
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191202190,WINDSOR,SCPH & CLPC,LEIF J. CAMERON,(818) 244-7219,1230 EAST WINDSOR ROAD,GLENDALE,CA,91205,LOS ANGELES,31,175,LICENSED,2/1/78,,12/8/16,1,0,5,6
RESIDENTIAL CARE ELDERLY,157204140,1019 BERKSHIRE ROAD RCFE,"PASCUAL, CELIA","PASCUAL, CELIA",(661) 398-9976,1019 BERKSHIRE ROAD,BAKERSFIELD,CA,93307,KERN,24,4,CLOSED,7/28/08,8/30/12,8/27/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,197608880,17201 LAHEY STREET,"17201 LAHEY STREET, CORPORATION",ARSEN ANDREASYAN,(818) 203-7779,17201 LAHEY STREET,GRANADA HILLS,CA,91344,LOS ANGELES,31,6,LICENSED,11/17/15,,12/21/16,0,2,11,13
RESIDENTIAL CARE ELDERLY,415600880,19TH PARK AVE HOME CARE,"PEIG, ANNETTE GUEVARRA","PEIG, ANNETTE/BUGAY, MARLO",(650) 638-1726,1628 CELESTE DRIVE,SAN MATEO,CA,94402,SAN MATEO,14,6,CLOSED,7/29/13,6/22/16,9/19/16,1,1,7,9
RESIDENTIAL CARE ELDERLY,415600626,1ST PACIFIC COAST HOMES,"DAHLEN, DEBORAH M.","DAHLEN, DEBORAH M.",(650) 992-8310,32 LARKSPUR AVENUE,DALY CITY,CA,94015,SAN MATEO,14,6,CLOSED,1/3/05,7/19/12,3/19/10,0,0,0,0
RESIDENTIAL CARE ELDERLY,415600833,1ST PACIFIC COAST HOMES II,DEBORAH M. DAHLEN,DEBORAH M. DAHLEN,(650) 873-8635,2585 ARDEE LANE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,LICENSED,4/8/11,,7/29/14,1,0,0,1
RESIDENTIAL CARE ELDERLY,336410302,1ST SERENITY SENIOR CARE HOME,JUDITH J. SAMPSON,JUDITH SAMPSON,(951) 924-6800,14672 SALT RIVER WAY,MORENO VALLEY,CA,92555,RIVERSIDE,18,6,CLOSED,3/16/06,2/26/15,2/26/15,0,0,1,1
RESIDENTIAL CARE ELDERLY,435294219,2 ALL ABOUT SENIORS,"HALL, PATRICK & DEBRA","HALL, DEBRA",(408) 483-2433,1474 POMPEY DRIVE,SAN JOSE,CA,95128,SANTA CLARA,26,6,LICENSED,11/21/06,,1/2/13,1,1,0,2
RESIDENTIAL CARE ELDERLY,197608201,24HOUR.US / ELDERLY CARE,"24HWS.COM, INC.",FREDERIC BEI,(626) 282-8319,413 GURDON AVENUE,SAN GABRIEL,CA,91775,LOS ANGELES,28,6,CLOSED,12/7/11,6/20/12,6/20/12,0,1,1,2
RESIDENTIAL CARE ELDERLY,306004554,24/7 CARE CENTER I,"FRANCIS CARE HOMES, INC.",UNKNOWN,(714) 692-3583,24100 RANCHO STA ANA RD.,YORBA LINDA,CA,92887,ORANGE,22,6,CLOSED,,9/19/13,,0,0,0,0
RESIDENTIAL CARE ELDERLY,306004553,24/7 CARE CENTER II,"FRANCIS CARE HOMES, INC.",UNKNOWN,(714) 779-2862,18600 OAKLAWN LANE,YORBA LINDA,CA,92886,ORANGE,22,6,CLOSED,,9/19/13,,0,0,0,0
RESIDENTIAL CARE ELDERLY,197608191,24/7 LIVE IN CARE CENTER,"24/7 LIVE IN CARE CENTER, INC.",CATHY CHEN,(626) 963-1133,460 W. SIERRA MADRE AVENUE,GLENDORA,CA,91741,LOS ANGELES,28,6,CLOSED,11/7/11,1/30/14,2/17/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,157206652,24/7 RESIDENTIAL CARE HOME,"ALBANDIA, MYRNA",MYRNA ALBANDIA,(661) 398-9394,612 JUMBUCK LANE,BAKERSFIELD,CA,93307,KERN,24,6,LICENSED,6/26/13,,3/9/16,2,0,3,5
RESIDENTIAL CARE ELDERLY,415600111,"2ND GRACE & JOY CARE HOME, THE","LUO, TIAN-EN & YANG, JIANG-HONG","YANG,JIANG-HONG",(650) 278-3329,87 BERTA CIRCLE,DALY CITY,CA,94015,SAN MATEO,14,7,CLOSED,11/5/97,10/16/15,9/24/15,2,0,5,7
RESIDENTIAL CARE ELDERLY,107206874,3 ANGELS HOME,"BALALLO, RODALYN & VICTORINO","BALALLO, RODALYN",(559) 875-3833,6095 N DEWOLF AVE,CLOVIS,CA,93619,FRESNO,24,6,CLOSED,2/11/15,1/11/16,2/3/15,0,0,3,3
RESIDENTIAL CARE ELDERLY,374603018,"3 SISTERS HACIENDA, LLC","3 SISTERS HACIENDA, LLC","AMUNDSON, TAMARA",(760) 294-7996,1911 BEAR VALLEY OAKS,ESCONDIDO,CA,92025,SAN DIEGO,8,6,LICENSED,7/20/10,,7/22/14,1,0,0,1
RESIDENTIAL CARE ELDERLY,107206762,3ANGELS HOME,"BALALLO, VICTORINO & BALALLO, RODALYN","BALALLO, RODALYN",(408) 806-9419,1949 TAMARACK AVE.,SANGER,CA,93657,FRESNO,24,6,CLOSED,1/11/16,4/8/16,4/8/16,0,0,2,2
RESIDENTIAL CARE ELDERLY,306000638,3K HOME CARE,"MANIMBO, MARIA NELLY G.",MARIA N.G. MANIMBO,(714) 774-8653,700 S. PLYMOUTH PLACE,ANAHEIM,CA,92806,ORANGE,22,6,LICENSED,10/2/97,,10/21/16,4,4,17,25
RESIDENTIAL CARE ELDERLY,197607735,4219 W. 162ND STREET HOME,G & C ADULT RESIDENTIAL FACILITY INC.,CHARMILEY VENTURA,(424) 247-8936,4219 W. 162ND STREET,LAWNDALE,CA,90260,LOS ANGELES,28,3,LICENSED,5/4/09,,4/21/16,1,0,0,1
RESIDENTIAL CARE ELDERLY,297000773,49ER SENIOR HOME,"RACKLEY, ZOLA","RACKLEY, ZOLA",(530) 265-5226,437 SACRAMENTO ST.,NEVADA CITY,CA,95959,NEVADA,27,6,CLOSED,7/21/97,5/1/15,10/29/15,2,0,1,3
RESIDENTIAL CARE ELDERLY,336427431,4J'S ELDERLY CARE INC,4J'S ELDERLY CARE INC,"GATUS, JONIE",(760) 799-1464,69272 TACOMA CT,CATHEDRAL CITY,CA,92234,RIVERSIDE,18,6,LICENSED,11/18/16,,11/10/16,0,0,2,2
RESIDENTIAL CARE ELDERLY,347004861,77 ASSISTED LIVING,YAKKO YUANCHIA CHACY & RUDI WU,"CHANG, YOKKO Y.",(916) 388-8328,7730 LORIN AVE.,SACRAMENTO,CA,95828,SACRAMENTO,27,6,CLOSED,,6/27/13,8/30/12,0,0,1,1
RESIDENTIAL CARE ELDERLY,347005362,77 ASSISTED LIVING,YAKKO CHANG AND RUDY WU,"WU, RUDY",(916) 388-8328,7730 LORIN AVE,SACRAMENTO,CA,95828,SACRAMENTO,27,6,LICENSED,8/26/14,,6/29/16,1,0,3,4
RESIDENTIAL CARE ELDERLY,197608099,7TH HEAVEN LIVING,"7TH HEAVEN LIVING, INC.",MARGARITA MOUHEBATY,(818) 851-9185,5844 LOGWOOD ROAD,WESTLAKE VILLAGE,CA,91361,LOS ANGELES,31,5,CLOSED,7/20/11,2/21/14,2/14/14,0,1,1,2
RESIDENTIAL CARE ELDERLY,374603663,808 NEPTUNE,CALIFORNIA RESIDENTIAL HEALTH GROUP LLC,ANDRE HURST,(760) 452-6838,808 NEPTUNE AVE,ENCINITAS,CA,92024,SAN DIEGO,8,3,CLOSED,12/16/15,4/7/16,4/8/16,0,2,4,6
RESIDENTIAL CARE ELDERLY,198602416,9410 SOUTH 3RD AVE LLC,9410 SOUTH 3RD AVENUE LLCC/O INGRAM,"JAMES, INGRAM D",(310) 698-2326,9410 S 3RD AVE,INGLEWOOD,CA,90305,LOS ANGELES,28,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,197608671,9617 FOR CARE,"STANWIN BOARD & CARE, INC.",SONA TANKAZYAN,(818) 897-4524,9617 STANWIN AVENUE,ARLETA,CA,91331,LOS ANGELES,31,6,LICENSED,5/5/15,,1/14/15,0,0,27,27
RESIDENTIAL CARE ELDERLY,385600167,9TH AVENUE COMMUNITY CARE HOME,COMMUNITY WORKS FOR CREATIVE LIVING,"DIMAYUGA, A & VALENCIANO,",(415) 759-5825,1730 - 9TH AVENUE,SAN FRANCISCO,CA,94122,SAN FRANCISCO,14,6,LICENSED,3/1/03,,7/27/16,4,0,0,4
RESIDENTIAL CARE ELDERLY,372004607,A'ICHA'S CARE,"YOUMAN, A'ICHA B. AND ALAN B.","YOUMAN, A'ICHA B.",(760) 728-4379,408 W. DOUGHERTY,FALLBROOK,CA,92028,SAN DIEGO,8,2,CLOSED,7/5/89,2/6/13,2/6/13,2,0,0,2
RESIDENTIAL CARE ELDERLY,197609109,A'MORECARE HOME ASSISTED LIVING,"A'MORECARE HOME ASSISTED LIVING, ANRI H OVSEPIAN","ELKAYAM, EDVA",(818) 642-8585,23511 BERDON STREET,WOODLAND HILLS,CA,91367,LOS ANGELES,31,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,197609104,A-1 BOARDING CARE FACILITY,A-1 BOARDING CARE INC,"CHARCHYAN, KARINE",(818) 395-3262,6511 BONNER AVE,NORTH HOLLYWOOD,CA,91606,LOS ANGELES,31,6,PENDING,,,,0,0,0,0
RESIDENTIAL CARE ELDERLY,317005454,A-1 ELDERLY CARE,"FLORADALE VILLA, INC.",EMIL TIF,(916) 472-6432,103 MCLAREN COURT,ROSEVILLE,CA,95661,PLACER,27,6,LICENSED,10/30/14,,8/27/16,1,6,4,11
RESIDENTIAL CARE ELDERLY,197608879,A-GRACE HOME CARE,"A-GRACE HOME CARE, INC.",HEE YOUNG LEE,(661) 607-4964,23029 FRISCA DRIVE,VALENCIA,CA,91354,LOS ANGELES,31,6,LICENSED,8/11/15,,7/23/15,0,0,1,1
RESIDENTIAL CARE ELDERLY,19200693,A-N-D CARE HOMES,MORENIKE HAMZA,"HAMZA, MORENIKE",(510) 709-0001,3284 COURTHOUSE PLACE,UNION CITY,CA,94587,ALAMEDA,15,6,PENDING,,,12/22/16,0,0,2,2
RESIDENTIAL CARE ELDERLY,317005684,A-PLUS SENIOR CARE,"BALINT, CARMENUTA","BALINT, CARMENUTA",(916) 783-0704,6403 MENDEZ CREEK COURT,ROCKLIN,CA,95765,PLACER,27,6,LICENSED,4/7/16,,4/29/16,0,0,3,3
RESIDENTIAL CARE ELDERLY,15600467,A-R RESIDENTIAL CARE FOR ELDERLY,"BAUTISTA, ROMULO S.","BAUTISTA, ROMULO",(510) 475-9058,4733 DARLENE COURT,UNION CITY,CA,94587,ALAMEDA,15,6,LICENSED,7/7/00,,8/1/13,1,2,0,3
RESIDENTIAL CARE ELDERLY,11441121,A-SUNSET EAST VILLA,"NATIVIDAD, MARIBEC& JESUS","NATIVIDAD, MARIBEC",(925) 484-3006,1278 ASTI COURT,LIVERMORE,CA,94550,ALAMEDA,15,6,CLOSED,7/22/94,10/2/16,2/26/16,1,1,0,2
RESIDENTIAL CARE ELDERLY,336423697,A 'SCENT OF HOME AT RANCHO BELAGO,"ASCENT CARE, LLC",ALIW S. CASTEN,(951) 247-7133,26618 EMERALD AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,18,3,CLOSED,3/23/09,8/16/13,,0,0,0,0
RESIDENTIAL CARE ELDERLY,15600563,A - R RESIDENTIAL CARE HOME FOR ELDERLY #2,"BAUTISTA, ROMULO S.","BAUTISTA, ROMULO S.",(510) 324-4478,32322 JEAN DRIVE,UNION CITY,CA,94587,ALAMEDA,15,6,LICENSED,9/17/01,,12/14/15,1,5,0,6
RESIDENTIAL CARE ELDERLY,306001027,A 1 RCFE HOUSE # 3,FLOR & KAMRAN AMINI,FLOR & KAMRAN AMINI,(714) 255-1999,1000 ROLLING HILLS DR.,FULLERTON,CA,92835,ORANGE,22,6,CLOSED,8/10/99,10/3/12,,0,0,0,0
RESIDENTIAL CARE ELDERLY,75601154,A AND D RESIDENTIAL CARE,"CUENCO CARE HOMES, INC","CUENCO, JR DANTE D.",(925) 757-1538,5108 DEERSPRINGS WAY,ANTIOCH,CA,94531,CONTRA COSTA,15,6,LICENSED,9/6/05,,3/27/14,1,0,2,3
RESIDENTIAL CARE ELDERLY,15601400,"A AND M BOARD&CARE,INNOVATIVE ASSIS.HOME FOR ELDER","EROLIN, MARIA LINDA","GACOTE, ALEC F.",(510) 429-8630,2480 ALMADEN BLVD.,UNION CITY,CA,94587,ALAMEDA,15,6,LICENSED,10/24/08,,9/28/16,1,0,1,2
RESIDENTIAL CARE ELDERLY,336407272,A AND S SENIOR QUALITY CARE,"A AND S SENIOR QUALITY CARE, INC.",SUSANA SIMS,(951) 353-1612,17764 ROBUSTA DR.,RIVERSIDE,CA,92503,RIVERSIDE,18,6,LICENSED,5/7/03,,7/9/15,1,1,1,3
RESIDENTIAL CARE ELDERLY,331800058,A B CARING SENIOR LIVING,"CARRASCO, REBECCA","CARRASCO, REBECCA",(951) 224-1247,1698 ALBERHILL STREET,PERRIS,CA,92571,RIVERSIDE,18,6,PENDING,,,12/28/16,0,0,1,1
RESIDENTIAL CARE ELDERLY,331800108,A B CARING SENIOR LIVING 2,BAISHENG XU REBECCA CARRASCO,"CARRASCO, REBECCA",(951) 224-1247,470 MEADOWLARK LANE,PERRIS,CA,92570,RIVERSIDE,18,10,PENDING,,,12/28/16,0,0,1,1
RESIDENTIAL CARE ELDERLY,336424646,"A BEACON OF CARE, INC.","A BEACON OF CARE, INC.",TONY R. KELLEY JR.,(951) 261-9596,44628 KORNELL ST,TEMECULA,CA,92592,RIVERSIDE,18,5,CLOSED,9/27/10,12/4/13,8/6/12,0,1,1,2
RESIDENTIAL CARE ELDERLY,374603685,A BETTER SOLUTION BOARD AND CARE JAMUL HOUSE,"SMITH, LILLIA",LILLIA SMITH,(619) 303-8519,13773 WHISPERING MEADOWS LANE,JAMUL,CA,91935,SAN DIEGO,8,6,LICENSED,12/22/15,,10/8/15,0,0,3,3
RESIDENTIAL CARE ELDERLY,79200543,"A BLISSFUL RETREAT, LLC","A BLISSFUL RETREAT, LLC","OSMAN, SUMAIYA",(925) 726-8888,4200 COWELL ROAD,CONCORD,CA,94518,CONTRA COSTA,15,6,LICENSED,9/26/16,,2/5/16,0,0,1,1
RESIDENTIAL CARE ELDERLY,565800622,A BRADLEY HOUSE,"BRADLEY, CHARISSE",CHARISSE BRADLEY,(805) 578-1933,4031 APRICOT ROAD,SIMI VALLEY,CA,93065,VENTURA,31,6,LICENSED,2/22/01,,12/14/15,1,0,0,1
